Timestamp,Pin0,Pin1,Pin2,Pin3,Pin4,Pin5
1683137424371972210,900,900,1000,1000,1000,1000
1683137424374584251,900,900,1000,1000,1000,1000
1683137424377195977,901,901,1000,1000,1000,1000
1683137424379807480,900,900,1000,1000,1000,1000
1683137424382420873,899,899,999,999,999,999
1683137424385032098,900,900,1000,1000,1000,1000
1683137424387644250,900,900,1000,1000,1000,1000
1683137424390256161,900,900,1000,1000,1000,1000
1683137424392897350,900,900,1001,1001,1001,1001
1683137424395515168,900,900,1000,1000,1000,1000
1683137424398132246,900,900,1000,1000,1000,1000
1683137424400747860,900,900,1001,1001,1001,1001
1683137424403377493,900,900,1000,1000,1000,1000
1683137424405999682,901,901,1000,1000,1000,1000
1683137424408612741,900,900,1000,1000,1000,1000
1683137424411225356,899,899,999,999,999,999
1683137424413837229,901,901,1000,1000,1000,1000
1683137424416449863,900,900,1000,1000,1000,1000
1683137424419062162,900,900,1000,1000,1000,1000
1683137424421673759,900,900,1000,1000,1000,1000
1683137424424286114,900,900,1000,1000,1000,1000
1683137424426894766,900,900,1000,1000,1000,1000
1683137424429502528,900,900,1000,1000,1000,1000
1683137424432110328,900,900,1000,1000,1000,1000
1683137424434723295,900,900,1000,1000,1000,1000
1683137424437338909,900,900,1000,1000,1000,1000
1683137424439950728,900,900,1000,1000,1000,1000
1683137424442562083,900,900,1000,1000,1000,1000
1683137424445174605,902,902,1000,1000,1000,1000
1683137424447786646,900,900,1001,1001,1001,1001
1683137424450398501,900,900,1000,1000,1000,1000
1683137424453010134,900,900,1000,1000,1000,1000
1683137424455621879,900,900,1000,1000,1000,1000
1683137424458233030,900,900,1000,1000,1000,1000
1683137424460845071,900,900,1000,1000,1000,1000
1683137424463456519,900,900,1000,1000,1000,1000
1683137424466068874,900,900,1000,1000,1000,1000
1683137424468681100,900,900,1000,1000,1000,1000
1683137424471293177,900,900,1000,1000,1000,1000
1683137424473904903,901,901,1000,1000,1000,1000
1683137424476542629,899,899,1001,1001,1001,1001
1683137424479168040,899,899,999,999,999,999
1683137424481799284,900,900,1000,1000,1000,1000
1683137424484429935,899,899,999,999,999,999
1683137424487045420,900,900,1000,1000,1000,1000
1683137424489657831,900,900,1000,1000,1000,1000
1683137424492270150,900,900,1000,1000,1000,1000
1683137424494904931,900,900,1001,1001,1001,1001
1683137424497542860,900,900,1000,1000,1000,1000
1683137424500166401,900,900,1000,1000,1000,1000
1683137424502778904,900,900,1000,1000,1000,1000
1683137424505391148,900,900,1000,1000,1000,1000
1683137424508002800,900,900,1000,1000,1000,1000
1683137424510614637,900,900,1000,1000,1000,1000
1683137424513226270,899,899,999,999,999,999
1683137424515838903,900,900,1001,1001,1001,1001
1683137424518450444,900,900,1000,1000,1000,1000
1683137424521062114,900,900,1000,1000,1000,1000
1683137424523673395,900,900,1001,1001,1001,1001
1683137424526285029,900,900,1000,1000,1000,1000
1683137424528896977,900,900,1000,1000,1000,1000
1683137424531508332,900,900,1000,1000,1000,1000
1683137424534121761,900,900,1000,1000,1000,1000
1683137424536734413,900,900,1000,1000,1000,1000
1683137424539345991,900,900,1000,1000,1000,1000
1683137424541959457,900,900,1001,1001,1001,1001
1683137424544576961,900,900,1001,1001,1001,1001
1683137424547189334,901,901,1000,1000,1000,1000
1683137424549800838,900,900,1001,1001,1001,1001
1683137424552412360,899,899,1001,1001,1001,1001
1683137424555024234,901,901,1000,1000,1000,1000
1683137424557669293,902,902,1000,1000,1000,1000
1683137424560280648,900,900,1000,1000,1000,1000
1683137424562893874,900,900,1000,1000,1000,1000
1683137424565506118,900,900,1000,1000,1000,1000
1683137424568118196,900,900,1000,1000,1000,1000
1683137424570729644,900,900,1000,1000,1000,1000
1683137424573342277,900,900,1000,1000,1000,1000
1683137424575955151,900,900,1000,1000,1000,1000
1683137424578566525,900,900,1000,1000,1000,1000
1683137424581177788,900,900,1000,1000,1000,1000
1683137424583789217,900,900,1000,1000,1000,1000
1683137424586400683,900,900,1000,1000,1000,1000
1683137424589014039,900,900,1001,1001,1001,1001
1683137424591625265,900,900,1001,1001,1001,1001
1683137424594428952,900,900,1000,1000,1000,1000
1683137424597068289,900,900,1000,1000,1000,1000
1683137424599688255,900,900,1000,1000,1000,1000
1683137424602304222,901,901,1000,1000,1000,1000
1683137424604919577,900,900,1000,1000,1000,1000
1683137424607531470,900,900,1000,1000,1000,1000
1683137424610143325,900,900,1000,1000,1000,1000
1683137424612754699,900,900,1000,1000,1000,1000
1683137424615366221,899,899,999,999,999,999
1683137424617977780,900,900,1001,1001,1001,1001
1683137424620588247,900,900,1000,1000,1000,1000
1683137424623200417,901,901,1000,1000,1000,1000
1683137424625813272,900,900,1001,1001,1001,1001
1683137424628426590,900,900,1000,1000,1000,1000
1683137424631039298,900,900,1000,1000,1000,1000
1683137424633651857,900,900,1000,1000,1000,1000
1683137424636265397,900,900,1000,1000,1000,1000
1683137424638878105,900,900,1000,1000,1000,1000
1683137424641489867,900,900,1000,1000,1000,1000
1683137424644107334,900,900,1000,1000,1000,1000
1683137424646719689,900,900,1000,1000,1000,1000
1683137424649331693,900,900,1000,1000,1000,1000
1683137424651943233,900,900,1000,1000,1000,1000
1683137424654558292,900,900,1000,1000,1000,1000
1683137424657170777,901,901,1000,1000,1000,1000
1683137424659782096,900,900,1000,1000,1000,1000
1683137424662394155,899,899,999,999,999,999
1683137424665005455,900,900,1000,1000,1000,1000
1683137424667617217,900,900,1000,1000,1000,1000
1683137424670229165,900,900,1000,1000,1000,1000
1683137424672840965,900,900,1000,1000,1000,1000
1683137424675453191,900,900,1000,1000,1000,1000
1683137424678065361,900,900,1000,1000,1000,1000
1683137424680677846,900,900,1000,1000,1000,1000
1683137424683290257,900,900,1000,1000,1000,1000
1683137424685902983,900,900,1001,1001,1001,1001
1683137424688515634,900,900,1000,1000,1000,1000
1683137424691127768,900,900,1000,1000,1000,1000
1683137424693740067,900,900,1000,1000,1000,1000
1683137424696352589,900,900,1000,1000,1000,1000
1683137424698965686,900,900,1000,1000,1000,1000
1683137424701577837,900,900,1000,1000,1000,1000
1683137424704190396,900,900,1000,1000,1000,1000
1683137424706802974,900,900,1000,1000,1000,1000
1683137424709415515,900,900,1000,1000,1000,1000
1683137424712027944,900,900,1000,1000,1000,1000
1683137424714640688,898,898,998,998,998,998
1683137424717254007,900,900,1000,1000,1000,1000
1683137424719866788,900,900,1000,1000,1000,1000
1683137424722477847,900,900,1000,1000,1000,1000
1683137424725091073,900,900,1000,1000,1000,1000
1683137424727702965,900,900,1000,1000,1000,1000
1683137424730315209,900,900,1000,1000,1000,1000
1683137424732927250,901,901,1000,1000,1000,1000
1683137424735539068,900,900,1000,1000,1000,1000
1683137424738151424,900,900,1000,1000,1000,1000
1683137424740763223,900,900,1000,1000,1000,1000
1683137424743374968,900,900,1000,1000,1000,1000
1683137424745987064,900,900,1000,1000,1000,1000
1683137424748599030,900,900,1000,1000,1000,1000
1683137424751210626,900,900,1000,1000,1000,1000
1683137424753823149,900,900,1000,1000,1000,1000
1683137424756435411,900,900,1000,1000,1000,1000
1683137424759047693,900,900,1000,1000,1000,1000
1683137424761659715,900,900,1000,1000,1000,1000
1683137424764272237,900,900,1000,1000,1000,1000
1683137424766884370,900,900,1001,1001,1001,1001
1683137424769496910,900,900,1000,1000,1000,1000
1683137424772109432,900,900,1000,1000,1000,1000
1683137424774721084,900,900,1000,1000,1000,1000
1683137424777333236,900,900,1000,1000,1000,1000
1683137424779945221,900,900,1000,1000,1000,1000
1683137424782557150,900,900,1002,1002,1002,1002
1683137424785170746,900,900,1000,1000,1000,1000
1683137424787783268,902,902,1000,1000,1000,1000
1683137424790395605,900,900,1000,1000,1000,1000
1683137424793007646,900,900,1000,1000,1000,1000
1683137424795619909,900,900,1000,1000,1000,1000
1683137424798231801,900,900,1000,1000,1000,1000
1683137424800847323,900,900,1000,1000,1000,1000
1683137424803480086,900,900,1000,1000,1000,1000
1683137424806130274,899,899,999,999,999,999
